,count,mean,std,min,25%,50%,75%,max
HH_jit_L1_weight,555932.0,5.314325510007373,20.56387585500611,1.0,1.000000003,1.0639612095,2.039545186,409.7914041
HH_jit_L1_mean,555932.0,3609459.590545513,65612526.06544682,0.028918009,2.4419412437499997,9.995095737,29.9980609475,1534252756.0
HH_jit_L1_variance,555932.0,1143916722003132.2,1.9903653046670604e+16,0.0,7.35e-10,0.5301539645,7.6403210887499995,5.88e+17
HH_jit_L0.1_weight,555932.0,9.825368774763996,31.9472897729559,1.0,1.2132734365,2.4284931309999997,8.096281427249998,639.2974831
HH_jit_L0.1_mean,555932.0,4300456.726809001,67644896.65395702,0.137161875,2.2526795715,14.114941865,34.7437173175,1534252756.0
HH_jit_L0.1_variance,555932.0,1913226220134184.8,2.542256292825605e+16,0.0,2.9655196202500003,12.784466394999999,108.067971625,5.88e+17
HH_jit_L0.01_weight,555932.0,36.47537793979725,51.63901073989741,1.0,6.200598815,13.23428987,74.88842302750001,748.248042
HH_jit_L0.01_mean,555932.0,5582656.103902647,70403989.56725238,0.659778634,2.48284329525,15.676235035000001,37.8717452925,1534252756.0
HH_jit_L0.01_variance,555932.0,3459575421440128.0,3.243942737204847e+16,0.0,9.603208469,134.73999014999998,667.1629410749999,5.88e+17
HpHp_L5_weight,555932.0,1.8252147755413626,8.033156863459597,1.0,1.0,1.0,1.032277651,225.180681
HpHp_L5_mean,555932.0,124.56605007943648,122.72270414872702,60.0,66.0,74.0,102.0,1470.0
HpHp_L5_std,555932.0,18.037311813814302,63.511151770012276,0.0,0.0,0.0,1.35e-06,688.5029949
HpHp_L5_magnitude,555932.0,176.04198136933152,165.12158192728327,60.0,84.85281374,122.3315168,144.2497834,1869.275184
HpHp_L5_radius,555932.0,9033.616737209424,43279.76303835966,0.0,0.0,0.0,1.24e-05,474036.3741
HpHp_L5_covariance,555932.0,1068.4149071907923,5920.758649162882,-95921.10174,0.0,0.0,0.0,118379.2793
HpHp_L5_pcc,555932.0,0.02058384719992672,0.12529519690696836,-1.220216444,0.0,0.0,0.0,2.075580823
HpHp_L3_weight,555932.0,2.037179500481973,10.717131382403183,1.0,1.0,1.000000001,1.142804665,274.7747501
HpHp_L3_mean,555932.0,124.8350349465563,121.30100805110311,60.0,66.0,74.0,102.0,1470.0
HpHp_L3_std,555932.0,18.653509069797597,64.81396390259104,0.0,0.0,0.0,0.000569305,692.0849598
HpHp_L3_magnitude,555932.0,176.1491548768497,164.16842256812177,60.0,84.85281374,122.3315168,144.2497834,1799.115026
HpHp_L3_radius,555932.0,9425.803386506945,44946.211506606094,0.0,0.0,4.55e-13,0.00387373,520813.3623
HpHp_L3_covariance,555932.0,1088.4367213607347,6107.6201138248025,-94307.84324,0.0,0.0,0.0,123581.4022
HpHp_L3_pcc,555932.0,0.021332006999201226,0.13352682015680206,-1.351988138,0.0,0.0,0.0,2.29373777
HpHp_L1_weight,555932.0,2.5917539490472383,17.39501535758934,1.0,1.0,1.000968867,1.819784638,407.66501
HpHp_L1_mean,555932.0,125.00734258572709,119.13817195627993,60.0,66.0,74.0,102.0,1470.0
HpHp_L1_std,555932.0,19.656535568830204,66.27874144144992,0.0,0.0,9.54e-07,0.5324046535,692.4021508
HpHp_L1_magnitude,555932.0,176.0170636183511,162.6119586389798,60.0,84.85281425,122.2997308,144.2497834,1470.0
HpHp_L1_radius,555932.0,9918.085083694245,47101.59728213613,0.0,4.55e-13,5.09e-11,8.135885867999999,534951.1281
HpHp_L1_covariance,555932.0,1111.372333904931,6421.443210035803,-103240.7769,-2.9199999999999998e-46,0.0,8.9125e-75,142882.0921
HpHp_L1_pcc,555932.0,0.020829021225662735,0.15166029698964734,-1.476413925,0.0,0.0,0.0,2.546912454
HpHp_L0.1_weight,555932.0,4.20951636732707,27.702987331711785,1.0,1.0727279425,1.9489194735,2.6788645735000003,635.7944459
HpHp_L0.1_mean,555932.0,124.32591697543783,116.2575906077661,60.0,66.0,75.01849516,102.0,1470.0
HpHp_L0.1_std,555932.0,23.94499487360299,67.58536730867345,0.0,6.74e-07,0.001010679,11.86874995,686.3704671
HpHp_L0.1_magnitude,555932.0,174.07732639041618,157.7993697943043,60.0,88.1567173725,115.9574432,144.2497834,1470.0
HpHp_L0.1_radius,555932.0,11380.36017396393,50311.98486252709,0.0,1.02e-12,15.99999903,250.65684125,501429.7041
HpHp_L0.1_covariance,555932.0,1105.6931038568516,6835.130625528075,-131297.5299,-4.03e-14,0.0,1.84e-31,140609.4144
HpHp_L0.1_pcc,555932.0,0.022415345826182854,0.18238580085518602,-1.586467025,-2.74e-09,0.0,0.0,2.760701263
HpHp_L0.01_weight,555932.0,13.170274669241486,36.152117185355095,1.0,4.219020671,6.276037441,18.2564951875,748.248042
HpHp_L0.01_mean,555932.0,122.67695559557401,112.8029317483191,60.0,66.11836549750001,82.51064367500001,102.0,1470.0
HpHp_L0.01_std,555932.0,26.971356219640665,67.71511036684203,0.0,1.35e-06,1.9576604135,13.224149172499999,681.0012228
HpHp_L0.01_magnitude,555932.0,172.9299702547471,153.1691842108792,60.0,87.2697774675,115.4159918,144.2497834,1470.0
HpHp_L0.01_radius,555932.0,13560.881447175285,53320.01726427267,0.0,2.27e-12,74.26520685,374.22029707499996,480237.0448
HpHp_L0.01_covariance,555932.0,1121.4112123128455,7573.418570419231,-182096.3462,-8.400000000000001e-29,0.0,0.64062156225,143864.1109
HpHp_L0.01_pcc,555932.0,0.034498356458994,0.19893629855562672,-2.252106748,-2.5e-17,0.0,0.0239490765,2.811225699
