,count,mean,std,min,25%,50%,75%,max
H_L5_variance,6506674.0,16351.016684290335,23865.493110300125,0.0,0.0,10.165534099249273,38112.293724281335,173888.56614172526
H_L3_weight,6506674.0,139.8622708959318,107.3773677944397,1.0,1.0,160.79207924931103,232.03674084357618,558.6770072255539
H_L3_mean,6506674.0,183.58643025521584,162.63901230626473,59.99999999999992,60.0,74.0202071731066,346.6876691367387,846.3203058288872
H_L3_variance,6506674.0,18166.201714557556,24973.51363520732,0.0,0.0,21.6406651668458,45492.536899652754,173184.84331571372
H_L1_weight,6506674.0,397.907752282035,306.6207481799394,1.0,1.0,464.16488510636066,657.9270342627225,1210.9484665866396
H_L1_mean,6506674.0,183.79854211314756,158.10156023144938,59.99999999999992,60.0,74.0384623834193,364.0285377899093,709.7252725736348
H_L1_variance,6506674.0,19672.690818007144,25975.90745892816,0.0,0.0,37.431667806834405,50569.20263858998,173077.0434465128
H_L0.1_weight,6506674.0,3690.0058986471963,2836.58292217325,1.0,1.0,4013.964707815305,6380.175137981406,8946.997228564956
H_L0.1_mean,6506674.0,183.90389166431584,156.9764434475418,59.99999999999998,60.0,74.09649837846987,379.4747180734825,566.0000000000001
H_L0.1_variance,6506674.0,20048.900846262135,26250.522424609437,0.0,0.0,44.28558267066364,49955.70917062599,137649.2939092785
H_L0.01_weight,6506674.0,21476.765525645995,19245.528162176153,1.0,1.0,19234.557015620063,37278.66737244021,62781.67669653484
H_L0.01_mean,6506674.0,183.90573072110695,156.9457599746617,59.99999999999986,60.0,74.10893308776433,381.6744717987061,566.0000000000001
H_L0.01_variance,6506674.0,20060.76012550827,26282.27211215834,0.0,0.0,48.83364360804626,48986.56627600932,120738.38285465392
HH_L5_weight,6506674.0,48.74778644163314,61.52981510278856,1.0,1.0,1.0,93.12626800015752,304.2924579765995
HH_L5_mean,6506674.0,183.91597093670865,211.37736861614658,59.99999999999999,60.0,60.0,74.00000000000007,909.0000000000005
HH_L5_std,6506674.0,0.4291471946713266,3.889849802350827,0.0,0.0,0.0,1.0789593218788871e-05,420.2783479067456
HH_L5_magnitude,6506674.0,186.76471408595376,210.87155669816366,59.99999999999999,60.0,60.0,95.26804291051648,1456.0273150207156
HH_L5_radius,6506674.0,22.881401924363406,1864.9676070315672,0.0,0.0,0.0,1.1641532182693479e-10,485065.5272476905
HH_L5_covariance,6506674.0,0.0008531083751183624,0.2761202893619809,-12.94455476180907,0.0,0.0,0.0,151.82210241880847
HH_L5_pcc,6506674.0,2.311447749300002e-05,0.002085432672945772,-0.409013251374256,0.0,0.0,0.0,0.7014387822388208
HH_L3_weight,6506674.0,78.79536380388349,99.67495722850184,1.0,1.0,1.0,151.0925141709382,433.6146353827832
HH_L3_mean,6506674.0,183.91469962706012,211.37456604413077,59.99999999999999,60.0,60.0,74.0000000000001,909.0
HH_L3_std,6506674.0,0.5457257682543548,3.9667334012522097,0.0,0.0,0.0,2.1579186437577742e-05,422.9720990520234
HH_L3_magnitude,6506674.0,186.76429748331697,210.87152400426166,59.99999999999999,60.0,60.0,95.26804291051648,1456.0271361820471
HH_L3_radius,6506674.0,23.32519688507784,1816.695200444885,0.0,0.0,0.0,4.656612873077394e-10,485806.5780431251
HH_L3_covariance,6506674.0,0.0025862833164331557,0.49751730096258395,-35.4751411761919,0.0,0.0,0.0,174.3912368045943
HH_L3_pcc,6506674.0,7.902468781775002e-05,0.004024349018738618,-0.2224300457706038,0.0,0.0,0.0,0.7091186766015789
HH_L1_weight,6506674.0,227.09710087678147,288.14448903315747,1.0,1.0,1.0,442.45047587571423,1050.9011764316035
HH_L1_mean,6506674.0,183.91424664010393,211.36833070278587,59.99999999999999,60.0,60.0,74.0,909.0000000000005
HH_L1_std,6506674.0,0.9064488777717381,4.226271734553687,0.0,0.0,0.0,0.0390723641148847,424.32977935872185
HH_L1_magnitude,6506674.0,186.76462044638168,210.8676555364856,59.99999999999999,60.0,60.0,95.2680429098724,1455.8700137071105
HH_L1_radius,6506674.0,25.750677774304297,1802.2721921092523,0.0,0.0,0.0,0.001533647155156275,484819.51509768405
HH_L1_covariance,6506674.0,0.019238612362234054,1.4429798922196309,-14.980899273737032,0.0,0.0,0.0,272.58061775211496
HH_L1_pcc,6506674.0,0.0003524390480770035,0.013013656256080173,-0.0448223271268993,0.0,0.0,0.0,0.8110504909649696
HH_L0.1_weight,6506674.0,2053.202909081463,2565.3665947191057,1.0,1.0,1.0,4330.46340389383,7944.986856476482
HH_L0.1_mean,6506674.0,183.92141467962762,211.3498586428855,59.99999999999999,60.0,60.0,74.0,909.0
HH_L0.1_std,6506674.0,1.7689684768557803,4.9145441634015805,0.0,0.0,0.0,0.4412214707879705,424.4982972302767
HH_L0.1_magnitude,6506674.0,186.75061760747786,210.71554895766465,59.99999999999999,60.0,60.0,95.26753088575867,1381.1984587073553
HH_L0.1_radius,6506674.0,79.38195350197898,4132.589097892766,0.0,0.0,0.0,0.19914149001397163,484968.8020894074
HH_L0.1_covariance,6506674.0,3.0976572322226232,408.75867723644143,-84674.50914359995,0.0,0.0,0.0,59763.07577488697
HH_L0.1_pcc,6506674.0,0.0007710591944190767,0.02548651666333109,-0.6194192580218625,0.0,0.0,0.0,1.1918472179963515
HH_L0.01_weight,6506674.0,10605.96545765815,14140.805526361532,1.0,1.0,1.0,21432.183250498638,46959.355896269386
HH_L0.01_mean,6506674.0,183.9214893433058,211.34338454268533,59.99999999999999,60.0,60.0,74.0,909.0000000000005
HH_L0.01_std,6506674.0,1.919278856517974,5.136287851989536,0.0,0.0,0.0,0.5042519680391419,424.4999829722464
HH_L0.01_magnitude,6506674.0,186.7259748272863,210.56351787318454,59.99999999999999,60.0,60.0,95.26690201445564,1278.26535102523
HH_L0.01_radius,6506674.0,118.60825260351417,6165.353779395436,0.0,0.0,0.0,0.2555807689323046,483573.5650083884
HH_L0.01_covariance,6506674.0,9.951241008644836,803.9002287560719,-23828.77227118804,0.0,0.0,0.0,135794.30691663668
HH_L0.01_pcc,6506674.0,0.0009392735763209895,0.029099111476603535,-0.2063926568302248,0.0,0.0,0.0,1.5283916063400955
HH_jit_L5_weight,6506674.0,48.747786441633124,61.529815102788554,1.0,1.0,1.0,93.12626800015752,304.2924579765995
HH_jit_L5_mean,6506674.0,800904412.1136038,751821984.0597494,0.001048921529219,0.0032693595142217753,1505913431.1182525,1505913583.164326,1507659571.256443
HH_jit_L5_variance,6506674.0,41221633180819.13,3879767216696426.0,0.0,0.0,0.0,5.673764014489008e-05,5.68259141905592e+17
HH_jit_L3_weight,6506674.0,78.79536380388349,99.67495722850185,1.0,1.0,1.0,151.0925141709382,433.6146353827832
HH_jit_L3_mean,6506674.0,800947330.9247127,751778852.4033405,0.0011227084289093,0.0033364697410058998,1505913431.1182525,1505913583.164326,1507659571.256443
HH_jit_L3_variance,6506674.0,101964825644000.92,4394219176310443.0,0.0,0.0,0.0,6.783783794015424e-05,5.6825914518951686e+17
HH_jit_L1_weight,6506674.0,227.0971008767818,288.14448903315815,1.0,1.0,1.0,442.45047587571423,1050.9011764316035
HH_jit_L1_mean,6506674.0,802915318.0341012,749900934.1313524,0.0013803660977295,0.003474308857428775,1505913431.1182525,1505913583.164326,1507659571.256443
HH_jit_L1_variance,6506674.0,2729263215236051.5,2.457790277798885e+16,0.0,0.0,0.0,0.0001346978526735,5.6825914683147936e+17
HH_jit_L0.1_weight,6506674.0,2053.2029090814713,2565.366594719125,1.0,1.0,1.0,4330.46340389383,7944.986856476624
HH_jit_L0.1_mean,6506674.0,813425029.3896416,742955805.4923797,0.0024844679213234,344.5627025532912,1505913431.1182525,1505913583.164326,1507659571.256443
HH_jit_L0.1_variance,6506674.0,1.193687038803643e+16,7.54526448670462e+16,0.0,0.0,0.0,151134062735.53928,5.6825914703467226e+17
HH_jit_L0.01_weight,6506674.0,10605.965457658069,14140.805526361422,1.0,1.0,1.0,21432.183250498638,46959.355896269386
HH_jit_L0.01_mean,6506674.0,816061269.431171,741776548.1106699,37.18632202277546,32925.92405071386,1505913431.1182525,1505913583.164326,1507659571.256443
HH_jit_L0.01_variance,6506674.0,1.3362129545453782e+16,8.235564268050826e+16,0.0,0.0,0.0,38994825917894.7,5.6825918758667366e+17
HpHp_L5_weight,6506674.0,4.306476450968767,16.074496371665358,1.0,1.0,1.0,1.0,295.33394848233416
HpHp_L5_mean,6506674.0,183.91761906899228,211.41396800020146,59.99999999999999,60.0,60.0,74.0,909.0000000000005
HpHp_L5_std,6506674.0,0.0050024965690348006,0.9134928235847363,0.0,0.0,0.0,0.0,204.44321045061832
HpHp_L5_magnitude,6506674.0,185.19666596632396,211.60721172217978,59.99999999999999,60.0,60.0,95.26804291051644,1456.0273150207156
HpHp_L5_radius,6506674.0,0.8350575754581654,176.22124222732197,0.0,0.0,0.0,0.0,41797.02629935581
HpHp_L5_covariance,6506674.0,-3.327473601773295e-05,0.03189960900994518,-24.206537161448438,0.0,0.0,0.0,7.423568355646095
HpHp_L5_pcc,6506674.0,-7.197703046215826e-08,0.0011073498811793713,-0.5322889326708107,0.0,0.0,0.0,0.4846719871610288
HpHp_L3_weight,6506674.0,6.349897400483792,25.60619968468536,1.0,1.0,1.0,1.0,369.9400890357882
HpHp_L3_mean,6506674.0,183.91696808915577,211.4133656186004,59.99999999999999,60.0,60.0,74.0,909.0
HpHp_L3_std,6506674.0,0.005640718019422978,0.9804770760074106,0.0,0.0,0.0,0.0,204.08604126487484
HpHp_L3_magnitude,6506674.0,185.19602629924887,211.6066055255244,59.99999999999999,60.0,60.0,95.26804291051644,1456.0271361820471
HpHp_L3_radius,6506674.0,0.9619953138816543,185.12611043289638,0.0,0.0,0.0,0.0,41651.1122391682
HpHp_L3_covariance,6506674.0,-2.184075007975181e-05,0.03287234663431594,-24.33808931721176,0.0,0.0,0.0,7.183543526255728
HpHp_L3_pcc,6506674.0,4.843898626958536e-07,0.0010221690380681295,-0.5360213613939196,0.0,0.0,0.0,0.5486729612290179
HpHp_L1_weight,6506674.0,16.49387570407642,72.79728512986871,1.0,1.0,1.0,1.0,856.5991110536028
HpHp_L1_mean,6506674.0,183.91569888365257,211.41230581086342,59.99999999999998,60.0,60.0,74.0,909.0000000000005
HpHp_L1_std,6506674.0,0.007766342181905665,1.0783007086102554,0.0,0.0,0.0,0.0,200.18230615947925
HpHp_L1_magnitude,6506674.0,185.19467814436425,211.60508790399086,59.99999999999998,60.0,60.0,95.26804291051644,1455.8700137071105
HpHp_L1_radius,6506674.0,1.2597450628670175,207.01050529094866,0.0,0.0,0.0,0.0,40072.95569932748
HpHp_L1_covariance,6506674.0,2.227044519744307e-05,0.036900988339486906,-24.46853436418276,0.0,0.0,0.0,7.83521191456316
HpHp_L1_pcc,6506674.0,2.550214683865048e-06,0.0011106208872724507,-0.53976725437665,0.0,0.0,0.0,0.5766797779438321
HpHp_L0.1_weight,6506674.0,148.24610146004517,677.0539829798934,1.0,1.0,1.0,1.0,4594.455375738342
HpHp_L0.1_mean,6506674.0,183.9246851090622,211.40781366914376,59.99999999999998,60.0,60.0,74.00000000000001,909.0000000000005
HpHp_L0.1_std,6506674.0,0.030171438772234743,2.1346172029755692,0.0,0.0,0.0,0.0,203.99387037276963
HpHp_L0.1_magnitude,6506674.0,185.169242832893,211.46770004174576,59.99999999999998,60.0,60.0,95.26804291051644,1381.1984587073553
HpHp_L0.1_radius,6506674.0,32.140960738711215,2455.352374892539,0.0,0.0,0.0,0.0,434050.4712784945
HpHp_L0.1_covariance,6506674.0,4.318628512378545,388.66352183439017,-4338.246233525425,0.0,0.0,0.0,60368.942049002784
HpHp_L0.1_pcc,6506674.0,8.76185405852151e-05,0.007954299499382918,-0.5414572773595588,0.0,0.0,0.0,0.9560987539178796
HpHp_L0.01_weight,6506674.0,835.6815674685986,4063.181479062728,1.0,1.0,1.0,1.0,30006.66011249767
HpHp_L0.01_mean,6506674.0,183.9292326212638,211.40699725012058,59.99999999999998,60.0,60.0,74.00000000000001,909.0000000000005
HpHp_L0.01_std,6506674.0,0.034117387704252974,2.379358372805616,0.0,0.0,0.0,0.0,203.6721806980479
HpHp_L0.01_magnitude,6506674.0,185.15211640637193,211.3816841097008,59.99999999999998,60.0,60.0,95.26804291051644,1278.26535102523
HpHp_L0.01_radius,6506674.0,49.25346155549246,3689.4054219404416,0.0,0.0,0.0,0.0,479368.9807618441
HpHp_L0.01_covariance,6506674.0,11.517449569195188,980.7274277515728,-1017.1760992602574,0.0,0.0,0.0,136584.1020232635
HpHp_L0.01_pcc,6506674.0,0.0001548767904429824,0.013434794778252495,-0.5416264284258044,0.0,0.0,0.0,1.53198110684184
